Nr wiersza,Nr zamówienia,Data zamówienia,Priorytet zamówienia,Wielkość zamówienia,Data wysyłki,Rodzaj transportu,Rodzaj opakowania,Segment rynku,Region,Województwo,Miasto,Kod pocztowy,Nr klienta,Kategoria produktu,Podkategoria produktu,Nazwa produktu,Sprzedaż,Cena jednostkowa,Rabat procentowy,Marża podstawowa,Koszt dostawy,Zysk,Miesiąc wysyłki
18007,PL-2013-085847,41569,nieokreślony,15,41570,lotniczy standardowy,woreczek foliowy,korporacja,południowy,śląskie,Miasteczko Śląskie,50-010,K01798,artykuły biurowe,akcesoria piśmiennicze,Dixon Ticonderoga Core-Lock Colored Pencils,504.98,31.885,0.03,0.52,7.875,195.5184,10
18008,PL-2013-085847,41569,nieokreślony,7,41571,lotniczy standardowy,małe pudełko,korporacja,południowy,śląskie,Miasteczko Śląskie,50-010,K01798,urządzenia techniczne,telefony,CF 688,3312.47,545.965,0.01,0.58,31.465,157.73814,10
18009,PL-2013-085849,41580,krytyczny,39,41580,lotniczy standardowy,małe pudełko,biuro w domu,południowy,małopolskie,Muszyna,97-321,K02905,urządzenia techniczne,telefony,6162i,7373.205,230.965,0.1,0.55,14.7,5062.5729,11
1801,PL-2012-012900,41032,wysoki,73,41033,lotniczy standardowy,małe opakowanie,korporacja,południowo-zachodni,dolnośląskie,Wrocław,77-070,K01999,meble,wyposażenie wnętrza,Nu-Dell Executive Frame,3204.6,44.24,0.08,0.48,17.43,350.14,5
18010,PL-2013-085852,41350,krytyczny,9,41351,lotniczy standardowy,małe opakowanie,korporacja,południowy,śląskie,Szczyrk,78-660,K03145,urządzenia techniczne,akcesoria komputerowe,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",3753.155,405.265,0.02,0.49,6.965,2589.67695,3
18011,PL-2011-085857,40562,niski,10,40562,lotniczy standardowy,woreczek foliowy,osoba fizyczna,północny,pomorskie,Nowy Dwór Gdański,87-505,K00259,artykuły biurowe,akcesoria piśmiennicze,Newell 340,92.33,10.08,0.09,0.56,2.45,20.1362,1
18012,PL-2011-085866,40697,nieokreślony,16,40699,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,wielkopolskie,Lądek,27-529,K01737,meble,wyposażenie wnętrza,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",1581.405,108.255,0.09,0.44,13.72,-456.484,6
18013,PL-2011-085866,40697,nieokreślony,11,40699,lotniczy ekspresowy,woreczek foliowy,korporacja,północno-zachodni,wielkopolskie,Lądek,27-529,K01737,artykuły biurowe,akcesoria piśmiennicze,Newell 308,70.84,5.88,0.03,0.6,2.45,-372.4735,6
18014,PL-2012-085882,41260,niski,22,41265,lotniczy standardowy,woreczek foliowy,biuro w domu,centralny,mazowieckie,Gniewoszów,11-554,K01496,artykuły biurowe,spinacze i zszywki,"Super Bands, 12/Pack",144.445,6.51,0.03,0.82,9.03,-187.25,12
18015,PL-2012-085882,41260,niski,21,41265,lotniczy standardowy,małe pudełko,biuro w domu,centralny,mazowieckie,Gniewoszów,11-554,K01496,urządzenia techniczne,telefony,3285,12470.29,720.965,0.05,0.59,20.965,8604.5001,12
18016,PL-2011-085895,40649,wysoki,9,40651,lotniczy standardowy,małe pudełko,biuro w domu,północno-zachodni,zachodniopomorskie,Świnoujście,72-209,K01916,urządzenia techniczne,telefony,SC7868i,3540.04,440.965,0.01,0.55,31.465,-159.152,4
18017,PL-2012-085907,40936,średni,7,40937,lotniczy standardowy,małe pudełko,osoba fizyczna,południowo-zachodni,dolnośląskie,Węgliniec,86-314,K00810,artykuły biurowe,etykiety,Avery 498,71.225,10.115,0.03,0.38,1.75,49.14525,1
18018,PL-2014-085927,41961,niski,4,41970,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,dolnośląskie,Przemków,73-160,K02628,artykuły biurowe,papier,Xerox 217,114.52,22.68,0.09,0.37,28.665,36.68616,11
18019,PL-2014-085934,41766,wysoki,1,41768,lotniczy ekspresowy,średnie pudełko,korporacja,centralny,łódzkie,Stryków,37-311,K02846,urządzenia techniczne,urządzenia biurowe,Canon MP41DH Printing Calculator,538.86,528.43,0.05,0.38,48.965,-642.292,5
1802,PL-2012-012900,41032,wysoki,26,41034,lądowy,kontener,korporacja,południowo-zachodni,dolnośląskie,Wrocław,77-070,K01999,urządzenia techniczne,urządzenia biurowe,Okidata ML184 Turbo Dot Matrix Printers,20708.625,1071.49,0.08,0.56,92.855,1078.77,5
18020,PL-2014-085934,41766,wysoki,9,41767,lotniczy standardowy,małe pudełko,korporacja,centralny,łódzkie,Stryków,37-311,K02846,artykuły biurowe,papier,Computer Printout Paper with Letter-Trim Perforations,624.68,66.395,0.02,0.37,31.605,2441.796,5
18021,PL-2014-085934,41766,wysoki,7,41769,lotniczy standardowy,małe pudełko,korporacja,centralny,łódzkie,Stryków,37-311,K02846,artykuły biurowe,teczki,Filing/Storage Totes and Swivel Casters,251.895,33.985,0.05,0.6,33.075,5445.594,5
18022,PL-2012-085941,41070,średni,10,41071,lotniczy standardowy,średnie pudełko,osoba fizyczna,południowy,małopolskie,Łącko,07-001,K01188,urządzenia techniczne,telefony,Bell Sonecor JB700 Caller ID,249.935,27.965,0.03,0.6,17.605,-241.3488,6
18023,PL-2012-085941,41070,średni,11,41073,lądowy,wielkie pudło,osoba fizyczna,północny,warmińsko-mazurskie,Miłomłyn,04-240,K01187,meble,szafki,"O'Sullivan Elevations Bookcase, Cherry Finish",5148.29,458.43,0.05,0.69,191.59,-1690.64,6
18024,PL-2014-085960,41759,nieokreślony,3,41761,lotniczy standardowy,duże pudełko,biuro w domu,wschodni,świętokrzyskie,Radoszyce,53-005,K02280,artykuły biurowe,teczki,Safco Industrial Wire Shelving,1081.115,335.965,0.01,NA,122.5,-1085.735,5
18025,PL-2013-085973,41567,nieokreślony,12,41569,lotniczy standardowy,małe opakowanie,osoba fizyczna,południowy,małopolskie,Biecz,12-180,K00210,urządzenia techniczne,akcesoria komputerowe,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",211.435,17.43,0.09,0.64,16.17,-337.365,10
18026,PL-2013-085983,41528,wysoki,5,41530,lotniczy ekspresowy,małe pudełko,osoba fizyczna,południowo-zachodni,opolskie,Praszka,33-319,K03337,urządzenia techniczne,telefony,i270,993.895,230.965,0.02,0.55,31.465,1401.6429,9
18027,PL-2012-085994,41128,krytyczny,6,41130,lotniczy standardowy,średnie pudełko,osoba fizyczna,południowo-zachodni,opolskie,Pawłowiczki,11-714,K01820,artykuły biurowe,teczki,Eldon Simplefile® Box Office®,262.325,43.54,0.06,0.57,21.945,-67.4128,8
18028,PL-2014-086007,41733,średni,12,41735,lotniczy standardowy,woreczek foliowy,korporacja,południowy,małopolskie,Trzciana,97-068,K02138,meble,wyposażenie wnętrza,"Master Caster Door Stop, Large Neon Orange",282.03,25.48,0.1,0.42,27.93,-690.375,4
18029,PL-2014-086007,41733,średni,2,41735,lotniczy standardowy,woreczek foliowy,korporacja,południowy,małopolskie,Trzciana,97-068,K02138,artykuły biurowe,nożyczki i linijki,Serrated Blade or Curved Handle Hand Letter Openers,23.555,10.99,0.04,0.84,6.72,-47.04,4
18030,PL-2012-086020,41270,średni,16,41272,lotniczy standardowy,woreczek foliowy,biuro w domu,południowy,małopolskie,Tarnów,90-805,K00450,artykuły biurowe,akcesoria piśmiennicze,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",2167.095,127.925,0.03,0.41,48.615,1369.5675,12
18031,PL-2013-086035,41370,wysoki,6,41372,lotniczy standardowy,małe opakowanie,biuro w domu,wschodni,lubelskie,Biłgoraj,33-023,K02641,artykuły biurowe,nożyczki i linijki,"Acme® 8"" Straight Scissors",283.535,45.43,0.01,0.6,10.99,1.281,4
18032,PL-2011-086041,40711,nieokreślony,9,40712,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Rusinów,91-945,K00317,meble,wyposażenie wnętrza,"Eldon® Expressions™ Wood Desk Accessories, Oak",232.925,25.83,0.09,0.56,18.235,-95.06,6
18033,PL-2011-086041,40711,nieokreślony,17,40712,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Rusinów,91-945,K00317,artykuły biurowe,papier,Xerox 193,362.215,20.93,0.04,0.36,18.025,-183.204,6
18034,PL-2011-086041,40711,nieokreślony,12,40712,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Rusinów,91-945,K00317,artykuły biurowe,teczki,"Decoflex Hanging Personal Folder File, Blue",672.63,53.97,0.04,0.58,37.38,-419.776,6
18035,PL-2013-086046,41418,krytyczny,9,41419,lotniczy standardowy,woreczek foliowy,biuro w domu,południowo-zachodni,dolnośląskie,Żukowice,11-741,K01847,artykuły biurowe,akcesoria piśmiennicze,Newell 314,166.145,19.53,0.06,0.6,2.45,63.945,5
18036,PL-2013-086046,41418,krytyczny,1,41420,lotniczy standardowy,woreczek foliowy,biuro w domu,południowo-zachodni,dolnośląskie,Żukowice,11-741,K01847,artykuły biurowe,akcesoria piśmiennicze,Prismacolor Color Pencil Set,82.95,69.44,0.05,0.44,14.35,-31.395,5
18037,PL-2012-086056,41271,krytyczny,20,41273,lotniczy standardowy,małe opakowanie,osoba fizyczna,południowo-zachodni,dolnośląskie,Żarów,55-434,K02200,meble,wyposażenie wnętrza,Nu-Dell Executive Frame,954.135,44.24,0.11,0.48,17.43,516.81,12
18038,PL-2012-086067,41271,krytyczny,11,41272,lotniczy standardowy,małe pudełko,osoba fizyczna,południowo-zachodni,dolnośląskie,Legnica,30-318,K02655,artykuły biurowe,segregatory,GBC Standard Therm-A-Bind Covers,961.065,87.22,0.02,0.39,45.43,-56.74445,12
18039,PL-2012-086079,41208,krytyczny,21,41210,lotniczy standardowy,małe opakowanie,korporacja,północno-zachodni,wielkopolskie,Miejska Górka,76-028,K01236,artykuły biurowe,akcesoria piśmiennicze,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,3174.185,153.93,0.06,0.58,31.465,1031.5914,10
18040,PL-2012-086079,41208,krytyczny,5,41210,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,wielkopolskie,Miejska Górka,76-028,K01236,urządzenia techniczne,telefony,StarTAC ST7762,1779.26,440.965,0.06,0.57,28.28,-802.61874,10
18041,PL-2011-086086,40814,wysoki,1,40816,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Bochnia,33-021,K02968,artykuły biurowe,przyrządy,Hoover WindTunnel™ Plus Canister Vacuum,1207.045,1271.375,0.06,0.57,69.965,126.57435,9
18042,PL-2012-086095,41271,krytyczny,10,41273,lotniczy standardowy,małe pudełko,biuro w domu,centralny,mazowieckie,Stare Babice,04-210,K02077,artykuły biurowe,papier,Xerox 1984,257.25,22.68,0,0.36,30.59,-159.495,12
18043,PL-2012-086095,41271,krytyczny,3,41272,lądowy,kontener,biuro w domu,wschodni,podkarpackie,Rakszawa,04-011,K02078,artykuły biurowe,teczki,"Tennsco Lockers, Gray",302.05,73.43,0,0.78,185.605,-497.7,12
18044,PL-2012-086095,41271,krytyczny,15,41273,lotniczy standardowy,małe pudełko,biuro w domu,centralny,łódzkie,Sokolniki,03-051,K02080,artykuły biurowe,segregatory,Wilson Jones® Four-Pocket Poly Binders,344.855,22.89,0.02,0.36,18.445,-96.439,12
18045,PL-2012-086108,41088,średni,18,41089,lotniczy standardowy,małe pudełko,mała firma,południowy,małopolskie,Jabłonka,67-846,K03041,urządzenia techniczne,telefony,7160,7610.4,493.465,0.04,0.59,14.7,5251.176,6
18046,PL-2011-086118,40679,wysoki,9,40680,lotniczy standardowy,małe pudełko,korporacja,południowo-zachodni,dolnośląskie,Środa Śląska,95-616,K02610,artykuły biurowe,segregatory,3M Organizer Strips,172.34,18.9,0.09,0.37,27.23,-476.882,5
18047,PL-2011-086122,40548,nieokreślony,6,40549,lotniczy standardowy,woreczek foliowy,biuro w domu,wschodni,świętokrzyskie,Pacanów,11-729,K01085,artykuły biurowe,papier,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",165.13,26.74,0.05,0.36,20.405,-140.9632,1
18048,PL-2014-085985,41651,wysoki,12,41652,lotniczy standardowy,małe pudełko,osoba fizyczna,wschodni,lubelskie,Dorohusk,29-687,K03341,artykuły biurowe,koperty,#6 3/4 Gummed Flap White Envelopes,403.025,34.65,0.08,0.37,4.865,-804.825,1
18049,PL-2014-086135,41913,wysoki,26,41914,lądowy,kontener,osoba fizyczna,północny,kujawsko-pomorskie,Nowe,60-477,K00303,artykuły biurowe,przyrządy,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",18799.9,728.56,0.07,0.58,238.07,1602.335,10
18050,PL-2014-086135,41913,wysoki,14,41915,lotniczy standardowy,małe pudełko,osoba fizyczna,północny,kujawsko-pomorskie,Nowe,60-477,K00303,artykuły biurowe,segregatory,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",443.835,30.415,0.01,0.39,10.465,163.47625,10
18051,PL-2012-086136,41105,średni,11,41106,lotniczy standardowy,małe pudełko,biuro w domu,południowy,małopolskie,Wojnicz,50-322,K02915,artykuły biurowe,teczki,Fellowes Staxonsteel® Drawer Files,7012.81,676.095,0.06,0.71,69.965,1711.57,7
18052,PL-2014-086148,41716,krytyczny,5,41718,lotniczy standardowy,małe pudełko,korporacja,centralny,mazowieckie,Baboszewo,48-101,K01403,urządzenia techniczne,telefony,I888 World Phone,2305.485,545.965,0.08,0.6,28.28,902.16,3
18053,PL-2014-086148,41716,krytyczny,12,41718,lotniczy standardowy,małe pudełko,korporacja,południowy,śląskie,Łaziska Górne,48-104,K01404,artykuły biurowe,papier,Xerox 1997,256.55,22.68,0.1,0.37,35.175,-1020.565,3
18054,PL-2011-086153,40627,krytyczny,5,40629,lotniczy standardowy,małe pudełko,mała firma,południowy,śląskie,Zawiercie,85-254,K00880,artykuły biurowe,koperty,Staples Standard Envelopes,94.57,19.88,0.07,0.38,4.865,65.2533,3
18055,PL-2011-086153,40627,krytyczny,1,40629,lotniczy standardowy,małe pudełko,mała firma,południowy,śląskie,Zawiercie,85-254,K00880,artykuły biurowe,papier,Xerox 1964,96.845,79.94,0.06,0.39,40.39,-109.34,3
18056,PL-2014-086161,41717,krytyczny,6,41719,lotniczy standardowy,średnie pudełko,mała firma,wschodni,podlaskie,Mały Płock,27-237,K01295,urządzenia techniczne,telefony,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,3253.005,629.965,0.02,0.57,48.965,153.993,3
18057,PL-2012-085909,41198,niski,4,41202,lotniczy standardowy,małe pudełko,korporacja,wschodni,lubelskie,Borzechów,04-073,K00815,urządzenia techniczne,telefony,282,1375.325,405.965,0.06,0.56,14.805,-675.50868,10
18058,PL-2013-086169,41428,wysoki,14,41429,lotniczy standardowy,małe pudełko,osoba fizyczna,południowy,śląskie,Goleszów,21-044,K02350,artykuły biurowe,segregatory,"DXL™ Angle-View Binders with Locking Rings, Black",314.58,20.965,0.03,0.38,17.22,-123.5836,6
18059,PL-2013-086169,41428,wysoki,7,41429,lotniczy standardowy,woreczek foliowy,osoba fizyczna,północno-zachodni,wielkopolskie,Komorniki,21-114,K02351,artykuły biurowe,spinacze i zszywki,"Advantus Push Pins, Aluminum Head",145.495,20.335,0.05,0.54,11.795,-59.64,6
18060,PL-2012-086177,41273,niski,10,41364,lotniczy standardowy,woreczek foliowy,biuro w domu,południowo-zachodni,opolskie,Głubczyce,94-061,K00964,artykuły biurowe,akcesoria piśmiennicze,"Quartet Alpha® White Chalk, 12/Pack",78.225,7.735,0.02,0.38,3.5,20.37,3
18061,PL-2011-086181,40707,niski,6,40712,lotniczy standardowy,woreczek foliowy,mała firma,północno-zachodni,lubuskie,Kostrzyn nad Odrą,77-840,K01505,urządzenia techniczne,telefony,Accessory4,1627.01,300.965,0,0.85,3.465,-483.1288,6
18062,PL-2012-086186,41171,wysoki,15,41173,lądowy,wielkie pudło,korporacja,wschodni,świętokrzyskie,Obrazów,83-501,K02746,meble,szafki,O'Sullivan 2-Shelf Heavy-Duty Bookcases,2610.51,170.03,0.02,0.69,189.385,-4718.21,9
18063,PL-2012-086186,41171,wysoki,15,41171,lotniczy standardowy,małe opakowanie,korporacja,wschodni,świętokrzyskie,Obrazów,83-501,K02746,urządzenia techniczne,akcesoria komputerowe,"80 Minute CD-R Spindle, 100/Pack - Staples",1966.16,138.18,0.07,0.54,6.965,942.445,9
18064,PL-2011-086192,40895,średni,14,40896,lądowy,wielkie pudło,korporacja,wschodni,podkarpackie,Narol,84-062,K00555,meble,stoły,Bevis 36 x 72 Conference Tables,5977.44,435.715,0.08,0.63,181.79,-875.665,12
18065,PL-2014-086202,41700,niski,13,41707,lądowy,wielkie pudło,korporacja,południowy,śląskie,Kłobuck,97-701,K03038,meble,stoły,BPI Conference Tables,6976.095,511.175,0.02,0.71,280.7,-6372.94,3
18066,PL-2013-086207,41298,wysoki,1,41300,lotniczy standardowy,małe pudełko,korporacja,wschodni,lubelskie,Drelów,43-050,K03295,artykuły biurowe,etykiety,Avery 501,13.09,12.915,0.02,0.38,1.75,-0.1302,1
18067,PL-2013-086207,41298,wysoki,1,41300,lotniczy standardowy,woreczek foliowy,korporacja,wschodni,lubelskie,Drelów,43-050,K03295,artykuły biurowe,akcesoria piśmiennicze,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,13.72,13.475,0.09,0.44,2.45,-6.9006,1
18068,PL-2014-086219,41988,nieokreślony,23,41991,lotniczy standardowy,średnie pudełko,biuro w domu,centralny,łódzkie,Wolbórz,74-006,K01628,artykuły biurowe,przyrządy,Harmony HEPA Quiet Air Purifiers,906.395,40.95,0.06,0.5,24.36,-111.40248,12
18069,PL-2012-086223,41178,niski,9,41183,lotniczy ekspresowy,małe pudełko,osoba fizyczna,południowo-zachodni,opolskie,Prószków,43-123,K03094,urządzenia techniczne,telefony,5190,1821.75,230.965,0.01,0.59,26.915,309.834,10
18070,PL-2011-086227,40579,średni,10,40580,lądowy,kontener,mała firma,wschodni,podlaskie,Milejczyce,90-022,K02803,urządzenia techniczne,urządzenia biurowe,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",13695.57,1753.43,0.07,0.38,98.49,9449.9433,2
18071,PL-2011-086227,40579,średni,1,40581,lotniczy standardowy,małe pudełko,mała firma,wschodni,podlaskie,Milejczyce,90-022,K02803,artykuły biurowe,teczki,"Hot File® 7-Pocket, Floor Stand",630.49,624.645,0.1,0.55,69.965,-598.43,2
18072,PL-2013-086239,41577,nieokreślony,4,41577,lotniczy standardowy,małe pudełko,mała firma,centralny,mazowieckie,Zwoleń,98-270,K03274,artykuły biurowe,papier,Xerox 190,75.775,17.43,0.09,0.38,17.01,-78.2082,10
18073,PL-2013-086239,41577,nieokreślony,3,41579,lotniczy standardowy,małe pudełko,mała firma,centralny,mazowieckie,Zwoleń,98-270,K03274,artykuły biurowe,papier,Xerox 1950,72.975,20.23,0.03,0.36,18.795,-55.0368,11
18074,PL-2013-086022,41506,średni,11,41508,lotniczy standardowy,małe pudełko,korporacja,południowy,małopolskie,Tarnów,90-805,K00450,urządzenia techniczne,telefony,iDENi80s,2034.2,230.965,0.09,0.59,69.965,-518.0175,8
18075,PL-2013-086254,41474,wysoki,15,41476,lotniczy standardowy,małe pudełko,korporacja,wschodni,podkarpackie,Boguchwała,78-666,K00546,meble,wyposażenie wnętrza,"Eldon® Expressions™ Wood Desk Accessories, Oak",416.15,25.83,0.02,0.56,18.235,-171.395,7
18076,PL-2013-086262,41337,nieokreślony,8,41338,lotniczy ekspresowy,małe opakowanie,osoba fizyczna,północny,pomorskie,Cedry Wielkie,50-501,K02206,artykuły biurowe,akcesoria piśmiennicze,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,966.28,121.03,0.05,0.56,31.465,382.655,3
18077,PL-2013-086262,41337,nieokreślony,10,41339,lotniczy standardowy,małe pudełko,osoba fizyczna,północny,pomorskie,Cedry Wielkie,50-501,K02206,artykuły biurowe,teczki,Hanging Personal Folder File,543.725,54.95,0.05,0.6,39.375,-738.955,3
18078,PL-2013-086265,41634,niski,21,41636,lotniczy standardowy,woreczek foliowy,mała firma,północno-zachodni,lubuskie,Babimost,16-602,K00899,artykuły biurowe,spinacze i zszywki,Staples Bulk Pack Metal Binder Clips,409.85,21.28,0.09,0.35,6.37,282.7965,12
18079,PL-2014-086277,41919,wysoki,23,41921,lotniczy standardowy,małe pudełko,biuro w domu,południowo-zachodni,opolskie,Chrząstowice,80-126,K00254,urządzenia techniczne,telefony,636,8250.095,405.965,0.01,0.57,18.41,4991.8995,10
1808,PL-2013-012930,41602,wysoki,167,41603,lotniczy standardowy,małe pudełko,korporacja,południowy,śląskie,Rybnik,02-113,K01413,artykuły biurowe,przyrządy,Belkin F5C206VTEL 6 Outlet Surge,13689.69,80.43,0.06,0.55,15.75,916.545,11
18080,PL-2013-086282,41465,wysoki,10,41467,lotniczy standardowy,małe pudełko,korporacja,północno-zachodni,lubuskie,Nowe Miasteczko,61-201,K00767,urządzenia techniczne,telefony,R380,5793.375,685.965,0.08,0.58,13.965,3997.42875,7
18081,PL-2014-086290,41868,krytyczny,10,41869,lotniczy standardowy,małe pudełko,korporacja,południowy,śląskie,Tarnowskie Góry,32-839,K03330,artykuły biurowe,przyrządy,Belkin 6 Outlet Metallic Surge Strip,387.59,38.115,0.07,0.59,15.75,562.107,8
18082,PL-2013-086295,41413,niski,2,41413,lotniczy standardowy,duże pudełko,biuro w domu,wschodni,podkarpackie,Sieniawa,30-344,K02899,meble,krzesła,"Lifetime Advantage™ Folding Chairs, 4/Carton",1527.785,763.28,0.06,0.57,63.21,-326.242,5
18083,PL-2013-086295,41413,niski,19,41415,lotniczy ekspresowy,małe pudełko,biuro w domu,wschodni,podkarpackie,Sieniawa,30-344,K02899,artykuły biurowe,teczki,"Decoflex Hanging Personal Folder File, Blue",1117.165,53.97,0.01,0.58,37.38,-1078.24059,5
18084,PL-2013-086302,41394,wysoki,9,41394,lądowy,kontener,biuro w domu,centralny,łódzkie,Piotrków Trybunalski,44-105,K00262,meble,krzesła,"Global Leather & Oak Executive Chair, Burgundy",5190.745,528.115,0,0.77,210.7,-2395.995,4
